# CSV-File created with merge-csv.com
# -----------------------------------------------------------

Title,Publisher,Link,Year,_id
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""An Energy Efficient TDMA based MAC Protocol for Wireless Body Area Networks""","2018 First International Conference on Secure Cyber Computing and Communication (ICSCCC), pp. 545-549",null,2018,6430445438bff038a780572f
"Charu Guleria, Harsh Kumar Verma, ""Improved detection and mitigation of ddos attack in vehicular ad-hoc network""",4th International Conference on Computing Communication and Automation (ICCCA),null,2018,6430445438bff038a7805734
"Sagar Mal Nitharwal, Harsh Kumar Verma, ""A boolean-based multi-secret image sharing scheme using bit-reversal""",2017 International Conference on Intelligent Communication and Computational Techniques (ICCT),null,2017,6430445438bff038a7805730
"Kirti Kaur Sahota, Lalit Kumar Awasthi, Harsh Kumar Verma, ""An empirical enhancement using scale invariant feature transform in text extraction from images""","2017 International Conference on Intelligent Communication and Computational Techniques (ICCT), pp. 228-232",null,2017,6430445438bff038a7805731
"Jagmeet Singh Aidan, Harsh Kumar Verma, Lalit Kumar Awasthi, ""Comprehensive Survey on Petya Ransomware Attack""","2017 International Conference on Next Generation Computing and Information Systems (ICNGCIS), pp. 122-125",null,2017,6430445438bff038a7805732
"Deepak Singh and Harsh Kumar Verma, ""A new framework for cloud storage confidentiality to ensure information security""","IEEE Symposium on Colossal Data Analysis and Networking (CDAN), Pages 1-5",http://ieeexplore.ieee.org/document/7570933/,2016,6430445438bff038a7805715
"Dilpreet kaur, Harsh Kumar Verma and Ravinder Kumar Singh, ""A hybrid approach for image steganography""","IEEE International Conference on Computing, Communication and Automation, Pages 1069-1073",http://ieeexplore.ieee.org/document/7813901/,2016,6430445438bff038a7805716
"Kirti Aggarwal and Harsh Kumar Verma, ""Hash_RC6 -Variable length Hash algorithm using RC6""","IEEE International Conference on Advances in Computer Engineering and Applications, Pages 450-454",#,2015,6430445438bff038a7805717
"Maninderjit Kaur, Harsh Kumar Verma, Moin Uddin, ""QoS Provisioning in Channel Allocation Strategy in Cognitive Radio Using Fuzzy Logic""","International Conference On Advances in Engineering and Technology (ICAET'2014), Pages 375-380",https://www.inderscienceonline.com/doi/pdf/10.1504/IJMISSP.2014.066438,2014,6430445438bff038a7805718
"Chaitna Vaid and Harsh Kumar Verma, ""Anomaly-based IDS implementation in cloud environment using BOAT algorithm""","IEEE 3rd International Conference on Reliability, Infocom Technologies and Optimization, Pages 1-6",http://ieeexplore.ieee.org/document/7014762/,2014,6430445438bff038a7805719
"Sandeep Mehmi, Harsh Kumar Verma and Amrit Lal Sangal, ""Smart grid cloud for Indian power sector""","IEEE International Conference on Recent Advances and Innovations in Engineering (ICRAIE-2014), Pages 1-6",http://ieeexplore.ieee.org/document/6909293/,2014,6430445438bff038a780571a
"Himakshi, Harsh Kumar Verma, Ravindra Kumar Singh, Charan Kamaljit Singh, ""Bi-directional Pixel-Value Differencing Approach for Steganography""","Third International Conference on Soft Computing for Problem Solving, Pages 109-114",https://link.springer.com/chapter/10.1007/978-81-322-1771-8_10,2014,6430445438bff038a780571b
"Harsh Kumar Verma, Anupama Gupta, Savita Gupta, ""Multimodal Registration of Carotid MR and US Images Free-From Deformation Based Non-Rigid Methodology in a Hybrid Framework""","International Conference on Multimedia and Human-Computer Interaction, Vol. 141, Pages 1-5",#,2013,6430445438bff038a780571c
"Amandeep Kaur, Harsh Kumar Verma and Ravinder Kumar Singh, ""3D -Playfair cipher using LFSR based unique random number generator""","IEEE Sixth International Conference on Contemporary Computing (IC3), Pages 18-23",#,2013,6430445438bff038a780571d
"Jaspal Kaur Saini and Harsh Kumar Verma, ""A hybrid approach for image security by combining encryption and steganography""","IEEE Second International Conference on Image Information Processing (ICIIP-2013), Pages 607-611",http://ieeexplore.ieee.org/document/6707665/,2013,6430445438bff038a780571e
"Manoj Kumar, Harsh Kumar Verma and Shantibala Singh, ""A (m, m)VCS with consistent size reconstruction using full binary tree""","IEEE International Conference on Computational Intelligence and Computing Research, Pages 1-5",http://ieeexplore.ieee.org/document/6724157/,2013,6430445438bff038a780571f
"Himakshi, Ravinder Kumar Singh, Harsh Kumar Verma and Charan Kamaljit Singh, ""Bi-directional pixel-value differencing approach for RGB color image""","IEEE Sixth International Conference on Contemporary Computing (IC3), Pages 47-51",http://ieeexplore.ieee.org/document/6612248/,2013,6430445438bff038a7805720
"Harsh Kumar Verma and Ravinder Kumar Singh, ""Enhancement of RC6 block cipher algorithm and comparison with RC5 & RC6""","IEEE 3rd International Advance Computing Conference (IACC), Pages 556-561",http://ieeexplore.ieee.org/document/6514287/,2013,6430445438bff038a7805721
"Naveen Bilandi, Harsh Kumar Verma and Naresh Kumar, ""Comparative analysis of ad hoc routing protocols based on user's point of view""","IEEE 3rd International Advance Computing Conference (IACC), Pages 243-248",http://ieeexplore.ieee.org/document/6514228/,2013,6430445438bff038a7805722
"Harsh Kumar Verma, Ravindra Kumar Singh, ""Linear Feedback Shift Register based Unique Random Number Generator""","International Conference on Electrical Engineering and Computer Science, Goa (India), Pages 72-82",http://interscience.in/IJCSI_Vol2Iss4/77-82.pdf,2012,6430445438bff038a7805723
"Harsh Kumar Verma, Ravindra Kumar Singh, ""Enhancement of Twofish Block Cipher Algorithm and Comparison with Twofish""","ICECECE 2012 : International Conference on Electrical, Computer, Electronics and Communication Engineering, Phuket (Thailand), Pages 515-521",#,2012,6430445438bff038a7805724
"Sunil Gupta, Harsh K Verma and A L Sangal, ""A Survey on secure access control for Wireless Sensor Network""","International Conference on Intelligent Information Networks ICIIN 2011, Dubai, Pages 97-104",#,2011,6430445438bff038a7805725
"Syona Gupta, Geeta Sikka and Harsh Kumar Verma, ""A survey on recent software effort estimation techniques using analogies""","IEEE International Conference on Advances in Computing and Communications, Pages 568-573",#,2011,6430445438bff038a7805726
"Raman Kumar and Harsh Kumar Verma, ""An advanced secure (t, n) threshold proxy signature scheme based on RSA cryptosystem for known signers""","IEEE 2nd International Advance Computing Conference (IACC), Pages 293-297",http://ieeexplore.ieee.org/document/5422940/,2010,6430445438bff038a7805727
"Harsh Kumar Verma and Vishal Sharma, ""Handling imprecision in inputs using fuzzy logic to predict effort in software development""","IEEE 2nd International Advance Computing Conference (IACC), Pages 436-442",http://ieeexplore.ieee.org/document/5422889/,2010,6430445438bff038a7805728
"Harsh Kumar Verma, Kamalpreet Kaur, Raman Kumar, ""A Comparison of Threshold Proxy Signature Schemes""","The 2008 International Conference on Security and Management SAM'08, USA, Pages 227-231",#,2008,6430445438bff038a7805729
"Sheo Kumar, Harsh Kumar Verma, "". Product Integration Methods for First Kind Abel Integral Equations Using Cubic B-Spline""","The 2008 International Conference on Scientific Computing CSC'08, USA, Pages 338-341",#,2008,6430445438bff038a780572a
"Harsh Kumar Verma, Puneet Sharma, ""A Procedure for Face Detection and Recognition""","IASTED International Conference on Modelling and Simulation, Totonto, Pages 471-476",https://dl.acm.org/citation.cfm?id=1295727,2007,6430445438bff038a780572b
"Harsh Kumar Verma,Sheo Kumar, ""Numerical Solutions of Volterra Integro-Differential Equations with Weakly Singular Kernels""","The 2007 International Conference on Scientific Computing, Pages 247-250",#,2007,6430445438bff038a780572c
"Harsh Kumar Verma,Sheo Kumar, ""Numerical Methods of Volterra Integro-Differential Equations with Two Point Boundary Conditions and Weakly Singular Kernels""","The 2007 International Conference on Scientific Computing, Pages 213-217",#,2007,6430445438bff038a780572d
Principal Investigator,Sponsored Project,Information Security Education and Awareness,"Department of Communication and Information Technology, New Delhi","1996-2001, 2002",till date,Rs 36.06 Lacs,"Phase-I Completed, Phase-II Ongoing",Dr Renu Dhir,6430445438bff038a7805762
Co-PI,Research and Development,An intelligent network analyzer cum patcher for advanced security hardening,DST,3/15/21,6/15/24,80 lakhs approx,Accepted for funding,"Prof. Lalit k Awasthi, Dr. Geeta Sikka, Dr. Urvashi",6430445438bff038a7805763
"Avishek Sinha, Samayveer Singh & Harsh K. Verma AI-Driven Task Scheduling Strategy with Blockchain Integration for Edge Computing",Journal of Grid Computing,https://link.springer.com/article/10.1007/s10723-024-09743-9,2024,6698e83a471b20290453cb15
"Renu Verma, Kuldeep Kumar & Harsh K. Verma Prioritizing God Class Code Smells in Object-Oriented Software Using Fuzzy Inference System",Arabian Journal for Science and Engineering,https://link.springer.com/article/10.1007/s13369-024-08826-9,2024,6698f349471b202904560497
"Vikramjit Singh, Krishna Pal Sharma, Harsh Kumar Verma MF‐DLB: Multimetric forwarding and directed acyclic graph‐based load balancing for geographic routing in FANETs",Concurrency and Computation: Practice and Experience,https://doi.org/10.1002/cpe.8025,2024,6698f3c4471b202904561f3d
"Dogra, Amit Kumar, Verma, Harsh Kumar. ""PyCorpus: a benchmark corpus of python programs for dynamic program analysis.""",Journal of Data Acquisition and Processing,,2023,6698c90c471b20290450b1a8
"Verma, Renu, Kuldeep Kumar, and Harsh K. Verma. ""Code smell prioritization in object‐oriented software systems: A systematic literature review.""",Journal of Software: Evolution and Process,https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.2536,2023,6698c98a471b20290450cbf9
"Singh, Balraj, Harsh K. Verma, and Vishu Madaan. ""Performance Challenges and Solutions in Big Data Platform Hadoop.""",Recent Advances in Computer Science and Communications (Formerly: Recent Patents on Computer Science),https://www.ingentaconnect.com/content/ben/rascs/2023/00000016/00000009/art00004,2023,6698dfaa471b2029045351d3
"Kaur, Karandeep, and Harsh K. Verma. ""IoV-Health: an intelligent integrated emergency health monitoring and alert generation system.""",Soft Computing,https://link.springer.com/article/10.1007/s00500-023-08251-4,2023,6698e01c471b202904535b09
"Kaur, Karandeep, and Harsh Kumar Verma. ""A multi-sensor based emergency healthcare monitoring system integrating heart status, stress, and alcohol detections.""",Sensor Review,https://www.emerald.com/insight/content/doi/10.1108/SR-03-2022-0136/full/html,2023,6698e0ac471b20290453604e
"Himansu Sekhar Pattanayak, Harsh Kumar Verma, Amrit Lal Sangal, Gravitational community detection by predicting diameter.",Discret. Math. Algorithm and Applications,https://www.worldscientific.com/doi/abs/10.1142/S1793830921501457,2022,6698c7c6471b202904508fe1
"Ravinder Kumar Singh, Harsh Kumar Verma,” User activity classification and domain-wise ranking through social interaction,”",International Journal of System Dynamics Applications,https://www.igi-global.com/article/user-activity-classification-and-domain-wise-ranking-through-social-interactions/281696,2022,6698c865471b20290450a2b5
"Singh, Vikramjit, Krishna Pal Sharma, and Harsh Kumar Verma. ""ABNT: Adaptive beaconing and neighbor timeout for geographical routing in UAV networks.",Peer-to-Peer Networking and Applications,https://link.springer.com/article/10.1007/s12083-022-01341-4,2022,6698dd4a471b20290453054b
"Singh, Ravindra Kumar, and Harsh Kumar Verma. ""Redis-Based Messaging Queue and Cache-Enabled Parallel Processing Social Media Analytics Framework",The Computer Journal,https://doi.org/10.1093/comjnl/bxaa114,2022,6698ddc3471b202904531d1d
"Lone, Faisal Rasheed, Harsh Kumar Verma, and Krishna Pal Sharma. ""Security Vulnerabilities of Cyber-physical Systems: Autonomous Vehicles Perspective.""",Cyber-Physical Systems.,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003202752-10/security-vulnerabilities-cyber-physical-systems-autonomous-vehicles-perspective-faisal-rasheed-lone-harsh-kumar-verma-krishna-pal-sharma,2022,6698de82471b202904533403
"Singh, Vikramjit, Krishna Pal Sharma, and Harsh K. Verma. ""UAV-Based Cyber-Physical Systems: Concepts, Applications, and Issues.""",Cyber-Physical Systems,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003202752-13/uav-based-cyber-physical-systems-concepts-applications-issues-vikramjit-singh-krishna-pal-sharma-harsh-verma,2022,6698df03471b202904533f23
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""An intelligent and energy-efficient wireless body area network to control coronavirus outbreak""",Arabian Journal for Science and Engineering,null,2021,6430445438bff038a780578b
"Balraj Singh, Harsh K Verma, ""EMM: Extended matching market based scheduling for big data platform hadoop""",Multimedia Tools and Applications,null,2021,6430445438bff038a780578c
"Ravindra Kumar Singh, Harsh Kumar Verma, ""User Activity Classification and Domain-Wise Ranking Through Social Interactions""",International Journal of System Dynamics Applications (IJSDA),null,2021,6430445438bff038a780578d
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""Energy-efficient relay node selection scheme for sustainable wireless body area networks""",Sustainable Computing: Informatics and Systems,null,2021,6430445438bff038a780578e
"Harsh Kumar Verma, Krishna Pal Sharma, ""Evolution of VANETS to IoV: Applications and Challenges""",Tehnički glasnik,null,2021,6430445438bff038a780578f
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""hPSO-SA: hybrid particle swarm optimization-simulated annealing algorithm for relay node selection in wireless body area networks""",Applied Intelligence,null,2021,6430445438bff038a7805790
"Balraj Singh, Harsh K Verma, ""IMSM: An Interval Migration Based Approach for Skew Mitigation in MapReduce""",Recent Advances in Computer Science and Communications (Formerly: Recent Patents on Computer Science),null,2021,6430445438bff038a7805791
"Naveen bilandi, Harsh K Verma, Renu Dhir, ""AHP–neutrosophic decision model for selection of relay node in wireless body area network""",CAAI Transactions on Intelligence Technology,https://digital-library.theiet.org/content/journals/10.1049/trit.2020.0059,2020,6430445438bff038a780577a
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""Novel transportation layers of NiO and ZnO for the fabrication of perovskite solar cell for e-monitoring of healthcare""","Journal of Sol-Gel Science and Technology, (SCI, 2.008)",https://link.springer.com/article/10.1007/s10971-020-05320-0,2020,6430445438bff038a780577b
"Naveen Bilandi , Harsh Kumar Verma, Renu Dhir, ""Performance and evaluation of energy optimization techniques for wireless body area networks""",Beni-Suef University Journal of Basic and Applied Sciences,null,2020,6430445438bff038a780577c
"Naveen Bilandi , Harsh K Verma, Renu Dhir, ""An Energy Efficient Health Monitoring System using Relay Node in Wireless Body Area Networks""",EAI Endorsed Transactions on Pervasive Health and Technology (Scopus Indexed),null,2020,6430445438bff038a780577d
"Ravindra Kumar Singh, Harsh Kumar Verma, ""Redis Based Messaging Queue and Cache Enabled Parallel Processing Social Media Analytics Framework""",Journal of King Saud University - Computer and Information Sciences (Scopus Indexed),https://www.sciencedirect.com/science/article/pii/S1319157820303542,2020,6430445438bff038a780577e
"Aruna Malik, Geeta Sikka, Harsh K Verma, ""A Reversible Data Hiding Scheme for Interpolated Images Based on Pixel Intensity Range""","Multimedia Tools and Applications, Pages 1-27 (SCIE, Impact Factor = 2.313)",https://link.springer.com/content/pdf/10.1007/s11042-020-08691-2.pdf,2020,6430445438bff038a780577f
"Manoj Kumar, Harsh Kumar Verma, Geeta Sikka, ""A secure data transmission protocol for cloud-assisted edge-Internet of Things environment""","Transactions on Emerging Telecommunications Technologies, e3883 (SCIE, Impact Factor = 1.594)",https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3883,2020,6430445438bff038a7805780
"Balraj Singh and Harsh K Verma, ""IMSM: An Interval Migration Based Approach for Skew Mitigation in MapReduce""",Recent Advances in Computer Science and Communications (Scopus Indexed),null,2020,6430445438bff038a7805781
"Himansu Sekhar Pattanayak, Harsh K Verma, Amrit Lal Sangal, ""Lengthening of average path length in social networks due to the effect of community structure""",Journal of King Saud University-Computer and Information Sciences,null,2020,6430445438bff038a7805784
"Ravindra Kumar Singh, Harsh Kumar Verma ""Influence of social media analytics on online food delivery systems""",International Journal of Information System Modeling and Design (IJISMD),null,2020,6430445438bff038a7805785
"Ravindra Kumar Singh, Harsh Kumar Verma,""Redis-Based Messaging Queue and Cache-Enabled Parallel Processing Social Media Analytics Framework""",The Computer Journal,null,2020,6430445438bff038a7805786
"Manoj Kumar, Harsh Kumar Verma, Geeta Sikka,""A Secure and Authentic Data Transmission Protocol for Cloud-Based Edge-IoT Environment""","Transactions on Emerging Telecommunications Technologies, 30 (4), e3292",null,2019,6430445438bff038a7805775
"Aruna Malik, Geeta Sikka, and Harsh K Verma, ""A High Capacity Data Hiding Scheme Using Modified AMBTC Compression Technique""","International Arab Journal of Information Technology, Volume 16, Issue 1, Pages 148-155",#,2019,6430445438bff038a7805776
"HS Pattanayak, AL Sangal, HK Verma, ""Community detection in social networks based on fire propagation""","Swarm and evolutionary computation 44, 31-48 (SCI, Impact Factor = 6.912)",https://www.sciencedirect.com/science/article/pii/S2210650218300993,2019,6430445438bff038a7805777
"Balraj Singh, Harsh Kumar Verma, Gulshan Kumar, and Hye-jin Kim,""An improved content splitting and merging algorithm for Hadoop clusters using component analysis and hamming distance""","International Journal of Technology, Policy and Management (Scopus Indexed)",null,2019,6430445438bff038a7805782
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""PSOBAN: a novel particle swarm optimization based protocol for wireless body area networks""",SN Applied Sciences,null,2019,6430445438bff038a7805788
"Aruna Malik, Geeta Sikka, Harsh K Verma, ""An AMBTC compression based data hiding scheme using pixel value adjusting strategy""","Multidimensional Systems and Signal Processing, 26, pp. 1801-1818",https://link.springer.com/article/10.1007/s11045-017-0530-8,2018,6430445438bff038a7805778
"Aruna Malik, Geeta Sikka, Harsh Kumar Verma, ""A high payload data hiding scheme based on modified AMBTC technique""","Multimedia Tools and Applications, Vol. 76, Pages 14151-14167",https://link.springer.com/article/10.1007/s11042-016-3815-2,2017,6430445438bff038a7805764
"Aruna Malik, Geeta Sikka, Harsh Kumar Verma, ""An image interpolation based reversible data hiding scheme using pixel value adjusting feature""","Multimedia Tools and Applications, Vol. 76, Pages 13025-13046",https://link.springer.com/article/10.1007/s11042-016-3707-5,2017,6430445438bff038a7805765
"A Malik, G Sikka, HK Verma, ""A high capacity text steganography scheme based on huffman compression and color coding""","Journal of Information and Optimization Sciences 38 (5), 647-664",null,2017,6430445438bff038a7805779
"Aruna Malik, Geeta Sikka, Harsh K Verma, ""A high capacity text steganography scheme based on LZW compression and color coding""","Engineering Science and Technology, an International Journal",null,2017,6430445438bff038a7805789
"Aruna Malik, Geeta Sikka, Harsh K Verma, ""Image interpolation based high capacity reversible data hiding scheme""",Multimedia Tools and Applications,null,2017,6430445438bff038a780578a
"Aruna Malik, Geeta Sikka, Harsh Kumar Verma, ""A high capacity text steganography scheme based on LZW compression and color coding""","An International Journal of Engineering Science and Technology, Vol. 20, Pages 72-79",https://www.sciencedirect.com/science/article/pii/S2215098616301331,2016,6430445438bff038a7805766
"Aruna Malik, Geeta Sikka, Harsh Kumar Verma, ""Image interpolation based high capacity reversible data hiding scheme""","Multimedia Tools and Applications, Vol. 76, Pages 1-17",https://link.springer.com/article/10.1007/s11042-016-4186-4,2016,6430445438bff038a7805767
"Nischay Bahl, Ajay Kumar Sharma, Harsh Kumar Verma, ""On the Energy Efficiency of WSN Communications Operating Under Non-coherent M-FSK and M-QAM Modulations""","International Journal of Wireless Information Networks, Vol. 23, Pages 222-230",https://link.springer.com/article/10.1007/s10776-016-0314-3,2016,6430445438bff038a780576c
"Sandeep Mehmi, Harsh Kumar Verma, Amrit Lal Sangal, ""Comparative analysis of cloudlet completion time in time and space shared allocation policies during attack on smart grid cloud""","Procedia Computer Science, Vol. 94, Pages 435-440",https://www.sciencedirect.com/science/article/pii/S1877050916318178,2016,6430445438bff038a780576d
"Sandeep Mehmi, Amrit Lal Sangal, Harsh Kumar Verma, Kulwinder Parmar, ""Economic viability of smart grid cloud in India""","International Journal of Grid and Distributed Computing, Vol. 9, Pages 61-72",http://www.sersc.org/journals/IJGDC/vol9_no2/7.pdf,2016,6430445438bff038a780576e
"Nischay Bahl, Ajay Kumar Sharma, Harsh Kumar Verma, ""Asymptotic multicast throughput analysis and energy efficiency in WSN under double Nakagami fading channel using Extreme value theory""","AEU - International Journal of Electronics and Communications, Vol. 69, Pages 1346-1353",http://www.sciencedirect.com/science/article/pii/S1434841115001703,2015,6430445438bff038a7805768
"Nischay Bahl, Ajay Kumar Sharma, Harsh Kumar Verma, ""On the Energy Utilization of WSN Communications Using Space-Time Block Coding Over BPSK and M-QAM Modulations""","International Journal of Wireless Information Networks, Vol. 22, Pages 180-187",https://link.springer.com/article/10.1007/s10776-015-0276-x,2015,6430445438bff038a780576f
"Nischay Bahl, Ajay Kumar Sharma, Harsh Kumar Verma, ""On the energy utilization for WSN based on BPSK over the Generalized-K shadowed fading channel""","Wireless Networks, Vol. 20, Pages 2385-2393",https://link.springer.com/article/10.1007/s11276-014-0743-9,2014,6430445438bff038a7805769
"Raman Kumar, Harsh Kumar Verma , Renu Dhir, ""Analysis and Design of Protocol for Enhanced Threshold Proxy Signature Scheme Based on RSA for Known Signers""","Wireless Personal Communications, Vol. 80, Pages 1281-1345",https://link.springer.com/article/10.1007/s11277-014-2087-2,2014,6430445438bff038a780576a
"Anupama Gupta, Harsh Kumar Verma, Savita Gupta, ""A hybrid framework for registration of carotid ultrasound images combining iconic and geometric features""","Medical & Biological Engineering & Computing, Vol. 51, Pages 1043-1050",https://www.ncbi.nlm.nih.gov/pubmed/23709356,2013,6430445438bff038a780576b
"Raman Kumar, Harsh Kumar Verma, and Renu Dhir, ""Cryptanalysis and Performance Evaluation of Enhanced Threshold Proxy Signature Scheme Based on RSA for Known Signers""","Mathematical Problems in Engineering, Vol. 2013, Pages 1-24",https://www.hindawi.com/journals/mpe/2013/790257/,2013,6430445438bff038a7805770
"Anupama Gupta, Harsh Kumar Verma, Savita Gupta, ""Technology and research developments in carotid image registration""","Biomedical Signal Processing and Control, Vol. 7, Pages 560-570",https://www.sciencedirect.com/science/article/pii/S174680941200064X,2012,6430445438bff038a7805771
"Syona Gupta, Geeta Sikka, Harsh Kumar Verma, ""Recent Methods for Software Effort Estimation by Analogy""","ACM SIGSOFT Software Engineering Notes, Vol. 36, Pages 1-5",https://dl.acm.org/citation.cfm?id=1989016,2011,6430445438bff038a7805772
"Sunil Gupta, Harsh Kumar Verma, Amrit Lal Sangal, ""Authentication Protocol for Wireless Sensor Networks""","International Journal of Electronics and Communication Engineering, Vol. 4, Pages 947-953",https://waset.org/publications/4180/authentication-protocol-for-wireless-sensor-networks,2010,6430445438bff038a7805773
"Maninderjit Kaur, Moin Uddin, Harsh Kumar Verma, ""Performance Evaluation of QoS Parameters in Cognitive Radio Using Genetic Algorithm""","International Journal of Electronics and Communication Engineering, Vol. 4, Pages 1592-1597",https://pdfs.semanticscholar.org/743c/ee7e60fa665c7d4427a954a38e8ccb322b25.pdf,2010,6430445438bff038a7805774
"Avishek Sinha, Samayveer Singh & Harsh K. Verma AI-Driven Task Scheduling Strategy with Blockchain Integration for Edge Computing",Journal of Grid Computing,https://link.springer.com/article/10.1007/s10723-024-09743-9,2024,6698e83a471b20290453cb15
"Renu Verma, Kuldeep Kumar & Harsh K. Verma Prioritizing God Class Code Smells in Object-Oriented Software Using Fuzzy Inference System",Arabian Journal for Science and Engineering,https://link.springer.com/article/10.1007/s13369-024-08826-9,2024,6698f349471b202904560497
"Vikramjit Singh, Krishna Pal Sharma, Harsh Kumar Verma MF‐DLB: Multimetric forwarding and directed acyclic graph‐based load balancing for geographic routing in FANETs",Concurrency and Computation: Practice and Experience,https://doi.org/10.1002/cpe.8025,2024,6698f3c4471b202904561f3d
"Dogra, Amit Kumar, Verma, Harsh Kumar. ""PyCorpus: a benchmark corpus of python programs for dynamic program analysis.""",Journal of Data Acquisition and Processing,,2023,6698c90c471b20290450b1a8
"Verma, Renu, Kuldeep Kumar, and Harsh K. Verma. ""Code smell prioritization in object‐oriented software systems: A systematic literature review.""",Journal of Software: Evolution and Process,https://onlinelibrary.wiley.com/doi/abs/10.1002/smr.2536,2023,6698c98a471b20290450cbf9
"Singh, Balraj, Harsh K. Verma, and Vishu Madaan. ""Performance Challenges and Solutions in Big Data Platform Hadoop.""",Recent Advances in Computer Science and Communications (Formerly: Recent Patents on Computer Science),https://www.ingentaconnect.com/content/ben/rascs/2023/00000016/00000009/art00004,2023,6698dfaa471b2029045351d3
"Kaur, Karandeep, and Harsh K. Verma. ""IoV-Health: an intelligent integrated emergency health monitoring and alert generation system.""",Soft Computing,https://link.springer.com/article/10.1007/s00500-023-08251-4,2023,6698e01c471b202904535b09
"Kaur, Karandeep, and Harsh Kumar Verma. ""A multi-sensor based emergency healthcare monitoring system integrating heart status, stress, and alcohol detections.""",Sensor Review,https://www.emerald.com/insight/content/doi/10.1108/SR-03-2022-0136/full/html,2023,6698e0ac471b20290453604e
"Himansu Sekhar Pattanayak, Harsh Kumar Verma, Amrit Lal Sangal, Gravitational community detection by predicting diameter.",Discret. Math. Algorithm and Applications,https://www.worldscientific.com/doi/abs/10.1142/S1793830921501457,2022,6698c7c6471b202904508fe1
"Ravinder Kumar Singh, Harsh Kumar Verma,” User activity classification and domain-wise ranking through social interaction,”",International Journal of System Dynamics Applications,https://www.igi-global.com/article/user-activity-classification-and-domain-wise-ranking-through-social-interactions/281696,2022,6698c865471b20290450a2b5
"Singh, Vikramjit, Krishna Pal Sharma, and Harsh Kumar Verma. ""ABNT: Adaptive beaconing and neighbor timeout for geographical routing in UAV networks.",Peer-to-Peer Networking and Applications,https://link.springer.com/article/10.1007/s12083-022-01341-4,2022,6698dd4a471b20290453054b
"Singh, Ravindra Kumar, and Harsh Kumar Verma. ""Redis-Based Messaging Queue and Cache-Enabled Parallel Processing Social Media Analytics Framework",The Computer Journal,https://doi.org/10.1093/comjnl/bxaa114,2022,6698ddc3471b202904531d1d
"Lone, Faisal Rasheed, Harsh Kumar Verma, and Krishna Pal Sharma. ""Security Vulnerabilities of Cyber-physical Systems: Autonomous Vehicles Perspective.""",Cyber-Physical Systems.,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003202752-10/security-vulnerabilities-cyber-physical-systems-autonomous-vehicles-perspective-faisal-rasheed-lone-harsh-kumar-verma-krishna-pal-sharma,2022,6698de82471b202904533403
"Singh, Vikramjit, Krishna Pal Sharma, and Harsh K. Verma. ""UAV-Based Cyber-Physical Systems: Concepts, Applications, and Issues.""",Cyber-Physical Systems,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003202752-13/uav-based-cyber-physical-systems-concepts-applications-issues-vikramjit-singh-krishna-pal-sharma-harsh-verma,2022,6698df03471b202904533f23
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""An intelligent and energy-efficient wireless body area network to control coronavirus outbreak""",Arabian Journal for Science and Engineering,null,2021,6430445438bff038a780578b
"Balraj Singh, Harsh K Verma, ""EMM: Extended matching market based scheduling for big data platform hadoop""",Multimedia Tools and Applications,null,2021,6430445438bff038a780578c
"Ravindra Kumar Singh, Harsh Kumar Verma, ""User Activity Classification and Domain-Wise Ranking Through Social Interactions""",International Journal of System Dynamics Applications (IJSDA),null,2021,6430445438bff038a780578d
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""Energy-efficient relay node selection scheme for sustainable wireless body area networks""",Sustainable Computing: Informatics and Systems,null,2021,6430445438bff038a780578e
"Harsh Kumar Verma, Krishna Pal Sharma, ""Evolution of VANETS to IoV: Applications and Challenges""",Tehnički glasnik,null,2021,6430445438bff038a780578f
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""hPSO-SA: hybrid particle swarm optimization-simulated annealing algorithm for relay node selection in wireless body area networks""",Applied Intelligence,null,2021,6430445438bff038a7805790
"Balraj Singh, Harsh K Verma, ""IMSM: An Interval Migration Based Approach for Skew Mitigation in MapReduce""",Recent Advances in Computer Science and Communications (Formerly: Recent Patents on Computer Science),null,2021,6430445438bff038a7805791
"Naveen bilandi, Harsh K Verma, Renu Dhir, ""AHP–neutrosophic decision model for selection of relay node in wireless body area network""",CAAI Transactions on Intelligence Technology,https://digital-library.theiet.org/content/journals/10.1049/trit.2020.0059,2020,6430445438bff038a780577a
"Naveen Bilandi, Harsh K Verma, Renu Dhir, ""Novel transportation layers of NiO and ZnO for the fabrication of perovskite solar cell for e-monitoring of healthcare""","Journal of Sol-Gel Science and Technology, (SCI, 2.008)",https://link.springer.com/article/10.1007/s10971-020-05320-0,2020,6430445438bff038a780577b
